chunk_id,year,heading,text,label
b0f8573fc2ffeb7e,2022,Community is the core of our culture.,"Building an inclusive culture rooted in community helps everyone, in every part of Apple, feel supported, valued, connected, and empowered to do the best work of their lives. Because we know we are all better at what we do when we’re free to be who we are.",mission_brand
710ce7c1e6aaa35f,2011,"New stores, new opportunities:",Our Specialists and Experts connect consumers to our incredible products. Unparalleled people skills and tremendous product knowledge make Specialists and Experts an indispensable part of every team.,job_listing
92a4076e04009c12,2007,Assistant Store Manager,"When it comes to managing people, projects, and ideas, you've got it all under control. Time to take it up a notch.",job_listing
1dd36c4331be108e,2023,Partnering to challenge systemic bias.,Research and development (R&D) teams are the fastest growing at Apple. R&D is also an area where diversity continues to lag across the tech industry. We have several ongoing and upcoming initiatives to help break down systemic barriers and bias in R&D and beyond.,mission_brand
72718a67e83122a1,2017,Operations Expert,"Ensure our products take the final, crucial step in our supply chain. As an Operations Expert, you’re in charge of the store’s inventory management — products, parts, tools, supplies, and everything else. At the end of the day, it’s your organizational skills and dedication that are at the heart of what the Apple Store does: connecting people to the products they love.",job_listing
1cd72b0f711f0748,2015,Where would I train and work?,"You’ll train and work in your home office, using the iMac we provide for your role as an At Home Advisor.",job_listing
8caf81a8840f9d28,2015,Here’s your opportunity to do work that’s important.,"Working from home, you’ll be part of a virtual team taking calls from our customers. We’ll train you to troubleshoot, provide you with an iMac, let you work a flexible schedule, and pay you better than most student jobs out there. You’ll soon become an expert on our most popular products, which will make you pretty popular with our customers too. As an AppleCare College Advisor, the opportunities to make a difference are endless.",job_listing
c60b251fe1010385,2013,Make college even more rewarding.,"As an Apple Campus Rep, you’ll host workshops, deliver demos, throw events, and build relationships on campus. You’ll collaborate with the Apple team and help run marketing activities and promotions to increase awareness of Apple products among students, faculty, and staff. This is a position that takes energy, enthusiasm, and passion. It takes an understanding of technology and the ability to spread the word through campus events. It takes a leader — someone who can inspire peers, work with campus organizations, and get things done. This is more than just a college job. It’s a chance to grow and get your resume off to an incredible start.",job_listing
aa2151590e746da9,2023,Retail,Open global leadership roles 2 filled by women 55% Open U.S. leadership roles filled by candidates from URCs 3 75% Open U.S. leadership roles filled by Black candidates 19% Open U.S. leadership roles filled by Hispanic/ Latinx candidates 20% Data measured between January 2022 and December 2022.,mission_brand
51667517ace02b59,2011,Expert,"You’ve gotten a taste of the retail life and you’re hooked — so much so that you want to take your game to the next level. Your friends call you an expert, a savvy and confident professional who has turned a passion for sales into a career. You’re a role model. Get ready for a challenge where your results create the next generation of Apple fans. Find an Expert job now",job_listing
